disease,diseaseLabel,dis_type,drug,drugLabel,drug_type,rp
http://www.wikidata.org/entity/Q29496,leukemia,disease,http://www.wikidata.org/entity/Q412197,irinotecan,drug,can be treated by
http://www.wikidata.org/entity/Q188874,colorectal cancer,disease,http://www.wikidata.org/entity/Q412197,irinotecan,drug,can be treated by
http://www.wikidata.org/entity/Q41571,epilepsy,disease,http://www.wikidata.org/entity/Q412164,clobazam,drug,can be treated by
http://www.wikidata.org/entity/Q273510,candidiasis,disease,http://www.wikidata.org/entity/Q251005,nystatin,drug,can be treated by
http://www.wikidata.org/entity/Q32147145,maturity-onset diabetes of the young type 2,disease,http://www.wikidata.org/entity/Q410965,insulin detemir,drug,can be treated by
http://www.wikidata.org/entity/Q2845432,ehrlichiosis,disease,http://www.wikidata.org/entity/Q410897,carbapenem antibiotic,drug,can be treated by
http://www.wikidata.org/entity/Q1477,ulcerative colitis,disease,http://www.wikidata.org/entity/Q420035,sulfasalazine,drug,can be treated by
http://www.wikidata.org/entity/Q18556331,cystoid macular edema,disease,http://www.wikidata.org/entity/Q419890,(+-)-flurbiprofen,drug,can be treated by
http://www.wikidata.org/entity/Q1128595,pulmonary hypertension,disease,http://www.wikidata.org/entity/Q412050,epoprostenol,drug,can be treated by
http://www.wikidata.org/entity/Q172941,peptic ulcer disease,disease,http://www.wikidata.org/entity/Q419991,magaldrate,drug,can be treated by
http://www.wikidata.org/entity/Q2886899,oral candidiasis,disease,http://www.wikidata.org/entity/Q251005,nystatin,drug,can be treated by
http://www.wikidata.org/entity/Q11581119,cutaneous candidiasis,disease,http://www.wikidata.org/entity/Q251005,nystatin,drug,can be treated by
http://www.wikidata.org/entity/Q208414,lymphoma,disease,http://www.wikidata.org/entity/Q412197,irinotecan,drug,can be treated by
http://www.wikidata.org/entity/Q170990,arthritis,disease,http://www.wikidata.org/entity/Q420035,sulfasalazine,drug,can be treated by
http://www.wikidata.org/entity/Q1779300,connective tissue disease,disease,http://www.wikidata.org/entity/Q410789,ambrisentan,drug,can be treated by
http://www.wikidata.org/entity/Q1131786,cor pulmonale,disease,http://www.wikidata.org/entity/Q410789,ambrisentan,drug,can be treated by
http://www.wikidata.org/entity/Q727153,hiatus hernia,disease,http://www.wikidata.org/entity/Q419991,magaldrate,drug,can be treated by
http://www.wikidata.org/entity/Q736715,chronic renal insufficiency,disease,http://www.wikidata.org/entity/Q419991,magaldrate,drug,can be treated by
http://www.wikidata.org/entity/Q223591,gastroesophageal reflux disease,disease,http://www.wikidata.org/entity/Q419991,magaldrate,drug,can be treated by
http://www.wikidata.org/entity/Q4340209,mental depression,disease,http://www.wikidata.org/entity/Q412107,dibenzepin,drug,can be treated by
http://www.wikidata.org/entity/Q41112,schizophrenia,disease,http://www.wikidata.org/entity/Q251347,haloperidol,drug,can be treated by
http://www.wikidata.org/entity/Q18554794,primary pulmonary hypertension,disease,http://www.wikidata.org/entity/Q412050,epoprostenol,drug,can be treated by
http://www.wikidata.org/entity/Q18554296,chronic pulmonary heart disease,disease,http://www.wikidata.org/entity/Q412050,epoprostenol,drug,can be treated by
http://www.wikidata.org/entity/Q4833719,B-cell lymphoma,disease,http://www.wikidata.org/entity/Q410656,ofatumumab,drug,can be treated by
http://www.wikidata.org/entity/Q41861,arterial hypertension,disease,http://www.wikidata.org/entity/Q419987,hydralazine,drug,can be treated by
http://www.wikidata.org/entity/Q161790,Asperger syndrome,disease,http://www.wikidata.org/entity/Q411188,aripiprazole,drug,can be treated by
http://www.wikidata.org/entity/Q189588,stomach cancer,disease,http://www.wikidata.org/entity/Q412197,irinotecan,drug,can be treated by
http://www.wikidata.org/entity/Q11581119,cutaneous candidiasis,disease,http://www.wikidata.org/entity/Q410534,miconazole,drug,can be treated by
http://www.wikidata.org/entity/Q188638,mood disorders,disease,http://www.wikidata.org/entity/Q411188,aripiprazole,drug,can be treated by
http://www.wikidata.org/entity/Q178190,obsessive-compulsive disorder,disease,http://www.wikidata.org/entity/Q411188,aripiprazole,drug,can be treated by
http://www.wikidata.org/entity/Q1138590,non-Hodgkin lymphoma,disease,http://www.wikidata.org/entity/Q410656,ofatumumab,drug,can be treated by
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,disease,http://www.wikidata.org/entity/Q410656,ofatumumab,drug,can be treated by
http://www.wikidata.org/entity/Q128581,breast cancer,disease,http://www.wikidata.org/entity/Q412178,tamoxifen,drug,can be treated by
http://www.wikidata.org/entity/Q191779,Tourette syndrome,disease,http://www.wikidata.org/entity/Q251347,haloperidol,drug,can be treated by
http://www.wikidata.org/entity/Q191779,Tourette syndrome,disease,http://www.wikidata.org/entity/Q411188,aripiprazole,drug,can be treated by
http://www.wikidata.org/entity/Q8277,multiple sclerosis,disease,http://www.wikidata.org/entity/Q420164,alemtuzumab,drug,can be treated by
http://www.wikidata.org/entity/Q1516211,renal tubular acidosis,disease,http://www.wikidata.org/entity/Q179731,sodium bicarbonate,drug,can be treated by
http://www.wikidata.org/entity/Q925092,Wolff-Parkinson-White syndrome,disease,http://www.wikidata.org/entity/Q216935,lidocaine,drug,can be treated by
http://www.wikidata.org/entity/Q5326887,early myoclonic encephalopathy,disease,http://www.wikidata.org/entity/Q412164,clobazam,drug,can be treated by
http://www.wikidata.org/entity/Q1187697,adult-onset Still's disease,disease,http://www.wikidata.org/entity/Q177911,steroid,drug,can be treated by
http://www.wikidata.org/entity/Q181923,attention deficit hyperactivity disorder,disease,http://www.wikidata.org/entity/Q179452,DL-amphetamine,drug,can be treated by
http://www.wikidata.org/entity/Q229256,dermatitis,disease,http://www.wikidata.org/entity/Q180341,DL-methionine,drug,can be treated by
http://www.wikidata.org/entity/Q12192,pneumonia,disease,http://www.wikidata.org/entity/Q411377,linezolid,drug,can be treated by
http://www.wikidata.org/entity/Q355170,duodenal ulcer,disease,http://www.wikidata.org/entity/Q419991,magaldrate,drug,can be treated by
http://www.wikidata.org/entity/Q8277,multiple sclerosis,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q28814,autoimmune hemolytic anemia,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q29496,leukemia,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q136312,central nervous system lymphoma,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q170990,arthritis,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q4003020,gastric ulcer,disease,http://www.wikidata.org/entity/Q419991,magaldrate,drug,can be treated by
http://www.wikidata.org/entity/Q8285,myasthenia gravis,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q79928,acne,disease,http://www.wikidata.org/entity/Q411646,oxytetracycline,drug,can be treated by
http://www.wikidata.org/entity/Q221668,urinary tract infection,disease,http://www.wikidata.org/entity/Q411377,linezolid,drug,can be treated by
http://www.wikidata.org/entity/Q220570,pulmonary embolism,disease,http://www.wikidata.org/entity/Q267896,phenprocoumon,drug,can be treated by
http://www.wikidata.org/entity/Q208414,lymphoma,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q938107,hypogonadism,disease,http://www.wikidata.org/entity/Q410663,fluoxymesterone,drug,can be treated by
http://www.wikidata.org/entity/Q208166,borderline personality disorder,disease,http://www.wikidata.org/entity/Q411188,aripiprazole,drug,can be treated by
http://www.wikidata.org/entity/Q41861,arterial hypertension,disease,http://www.wikidata.org/entity/Q419995,amiloride,drug,can be treated by
http://www.wikidata.org/entity/Q1128595,pulmonary hypertension,disease,http://www.wikidata.org/entity/Q410789,ambrisentan,drug,can be treated by
http://www.wikidata.org/entity/Q201299,hairy cell leukemia,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q128581,breast cancer,disease,http://www.wikidata.org/entity/Q420207,capecitabine,drug,can be treated by
http://www.wikidata.org/entity/Q268713,mantle cell lymphoma,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q5340515,systemic scleroderma,disease,http://www.wikidata.org/entity/Q410789,ambrisentan,drug,can be treated by
http://www.wikidata.org/entity/Q6853,hepatitis B,disease,http://www.wikidata.org/entity/Q420056,peginterferon alfa-2a,drug,can be treated by
http://www.wikidata.org/entity/Q212961,pancreatic cancer,disease,http://www.wikidata.org/entity/Q412178,tamoxifen,drug,can be treated by
http://www.wikidata.org/entity/Q1088156,chronic lymphocytic leukemia,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q1138590,non-Hodgkin lymphoma,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q41571,epilepsy,disease,http://www.wikidata.org/entity/Q420077,lacosamide,drug,can be treated by
http://www.wikidata.org/entity/Q1088156,chronic lymphocytic leukemia,disease,http://www.wikidata.org/entity/Q410656,ofatumumab,drug,can be treated by
http://www.wikidata.org/entity/Q18554296,chronic pulmonary heart disease,disease,http://www.wikidata.org/entity/Q410789,ambrisentan,drug,can be treated by
http://www.wikidata.org/entity/Q202387,post-traumatic stress disorder,disease,http://www.wikidata.org/entity/Q411188,aripiprazole,drug,can be treated by
http://www.wikidata.org/entity/Q18554418,louse-borne relapsing fever,disease,http://www.wikidata.org/entity/Q258450,benzylpenicillin,drug,can be treated by
http://www.wikidata.org/entity/Q1607983,Erysipelothrix rhusiopathiae infectious disease,disease,http://www.wikidata.org/entity/Q258450,benzylpenicillin,drug,can be treated by
http://www.wikidata.org/entity/Q3798547,Haverhill fever,disease,http://www.wikidata.org/entity/Q258450,benzylpenicillin,drug,can be treated by
http://www.wikidata.org/entity/Q18554419,tick-borne relapsing fever,disease,http://www.wikidata.org/entity/Q258450,benzylpenicillin,drug,can be treated by
http://www.wikidata.org/entity/Q1807401,sodoku,disease,http://www.wikidata.org/entity/Q258450,benzylpenicillin,drug,can be treated by
http://www.wikidata.org/entity/Q29496,leukemia,disease,http://www.wikidata.org/entity/Q180983,cytarabine,drug,can be treated by
http://www.wikidata.org/entity/Q187440,urticaria,disease,http://www.wikidata.org/entity/Q411159,famotidine,drug,can be treated by
http://www.wikidata.org/entity/Q270673,personality disorder,disease,http://www.wikidata.org/entity/Q411188,aripiprazole,drug,can be treated by
http://www.wikidata.org/entity/Q208414,lymphoma,disease,http://www.wikidata.org/entity/Q180983,cytarabine,drug,can be treated by
http://www.wikidata.org/entity/Q172341,ovarian cancer,disease,http://www.wikidata.org/entity/Q419953,topotecan,drug,can be treated by
http://www.wikidata.org/entity/Q12078,cancer,disease,http://www.wikidata.org/entity/Q256502,alpha-linolenic acid,drug,can be treated by
http://www.wikidata.org/entity/Q504790,nephrotic syndrome,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q18967011,cryptococcal meningitis,disease,http://www.wikidata.org/entity/Q411478,fluconazole,drug,can be treated by
http://www.wikidata.org/entity/Q2157462,schizophreniform disorder,disease,http://www.wikidata.org/entity/Q251347,haloperidol,drug,can be treated by
http://www.wikidata.org/entity/Q422268,actinomycosis,disease,http://www.wikidata.org/entity/Q258450,benzylpenicillin,drug,can be treated by
http://www.wikidata.org/entity/Q331283,leishmaniasis,disease,http://www.wikidata.org/entity/Q411787,miltefosine,drug,can be treated by
http://www.wikidata.org/entity/Q1227160,diphyllobothriasis,disease,http://www.wikidata.org/entity/Q252251,cyanocobalamin,drug,can be treated by
http://www.wikidata.org/entity/Q1346016,pernicious anemia,disease,http://www.wikidata.org/entity/Q252251,cyanocobalamin,drug,can be treated by
http://www.wikidata.org/entity/Q153356,chlamydia infection,disease,http://www.wikidata.org/entity/Q411646,oxytetracycline,drug,can be treated by
http://www.wikidata.org/entity/Q977090,vulvovaginal candidiasis,disease,http://www.wikidata.org/entity/Q260326,tioconazole,drug,can be treated by
http://www.wikidata.org/entity/Q84263196,COVID-19,disease,http://www.wikidata.org/entity/Q261167,ibudilast,drug,can be treated by
http://www.wikidata.org/entity/Q18556782,lung oat cell carcinoma,disease,http://www.wikidata.org/entity/Q419953,topotecan,drug,can be treated by
http://www.wikidata.org/entity/Q18554119,infant gynecomastia,disease,http://www.wikidata.org/entity/Q412178,tamoxifen,drug,can be treated by
http://www.wikidata.org/entity/Q19000661,congestive heart failure,disease,http://www.wikidata.org/entity/Q419987,hydralazine,drug,can be treated by
http://www.wikidata.org/entity/Q18556145,ovarian carcinoma,disease,http://www.wikidata.org/entity/Q419953,topotecan,drug,can be treated by
http://www.wikidata.org/entity/Q18556020,lung benign neoplasm,disease,http://www.wikidata.org/entity/Q419953,topotecan,drug,can be treated by
http://www.wikidata.org/entity/Q19000544,lung small cell carcinoma,disease,http://www.wikidata.org/entity/Q419953,topotecan,drug,can be treated by
http://www.wikidata.org/entity/Q18556109,bronchus carcinoma,disease,http://www.wikidata.org/entity/Q419953,topotecan,drug,can be treated by
http://www.wikidata.org/entity/Q1713037,membranous glomerulonephritis,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q1621830,lupus nephritis,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q1641132,malignant hypertension,disease,http://www.wikidata.org/entity/Q419987,hydralazine,drug,can be treated by
http://www.wikidata.org/entity/Q3658562,non-small-cell lung carcinoma,disease,http://www.wikidata.org/entity/Q419953,topotecan,drug,can be treated by
http://www.wikidata.org/entity/Q1778287,Waldenström macroglobulinemia,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,disease,http://www.wikidata.org/entity/Q411659,daunorubicin,drug,can be treated by
http://www.wikidata.org/entity/Q1153419,interstitial lung disease,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q131742,hepatitis,disease,http://www.wikidata.org/entity/Q420056,peginterferon alfa-2a,drug,can be treated by
http://www.wikidata.org/entity/Q834047,schizoaffective disorder,disease,http://www.wikidata.org/entity/Q251347,haloperidol,drug,can be treated by
http://www.wikidata.org/entity/Q2046113,visceral leishmaniasis,disease,http://www.wikidata.org/entity/Q411787,miltefosine,drug,can be treated by
http://www.wikidata.org/entity/Q585285,thrombocytopenia,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q943897,gastroparesis,disease,http://www.wikidata.org/entity/Q208413,botulinum toxin group,drug,can be treated by
http://www.wikidata.org/entity/Q4833719,B-cell lymphoma,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q1059765,periodontal disease,disease,http://www.wikidata.org/entity/Q204962,tin(II) fluoride,drug,can be treated by
http://www.wikidata.org/entity/Q11039483,IgG4-related disease,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q1004647,bullous pemphigoid,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q980926,polymyositis,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q1790371,cryoglobulinemia,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q1947302,Castleman's disease,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q2626074,diffuse large B-cell lymphoma,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q1426491,thrombotic thrombocytopenic purpura,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q1435223,focal segmental glomerulosclerosis,disease,http://www.wikidata.org/entity/Q412323,rituximab,drug,can be treated by
http://www.wikidata.org/entity/Q8277,multiple sclerosis,disease,http://www.wikidata.org/entity/Q252251,cyanocobalamin,drug,can be treated by
http://www.wikidata.org/entity/Q273510,candidiasis,disease,http://www.wikidata.org/entity/Q248466,natamycin,drug,can be treated by
http://www.wikidata.org/entity/Q4160985,diabetic polyneuropathy,disease,http://www.wikidata.org/entity/Q252251,cyanocobalamin,drug,can be treated by
http://www.wikidata.org/entity/Q4062508,alcoholic neuropathy,disease,http://www.wikidata.org/entity/Q252251,cyanocobalamin,drug,can be treated by
http://www.wikidata.org/entity/Q922029,pinta disease,disease,http://www.wikidata.org/entity/Q258450,benzylpenicillin,drug,can be treated by
http://www.wikidata.org/entity/Q682798,bejel,disease,http://www.wikidata.org/entity/Q258450,benzylpenicillin,drug,can be treated by
http://www.wikidata.org/entity/Q172941,peptic ulcer disease,disease,http://www.wikidata.org/entity/Q254296,lansoprazole,drug,can be treated by
http://www.wikidata.org/entity/Q41861,arterial hypertension,disease,http://www.wikidata.org/entity/Q411325,atenolol,drug,can be treated by
http://www.wikidata.org/entity/Q218712,Zollinger–Ellison syndrome,disease,http://www.wikidata.org/entity/Q411159,famotidine,drug,can be treated by
http://www.wikidata.org/entity/Q170990,arthritis,disease,http://www.wikidata.org/entity/Q256502,alpha-linolenic acid,drug,can be treated by
http://www.wikidata.org/entity/Q464067,fungal infectious disease,disease,http://www.wikidata.org/entity/Q248466,natamycin,drug,can be treated by
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,disease,http://www.wikidata.org/entity/Q180983,cytarabine,drug,can be treated by
http://www.wikidata.org/entity/Q268713,mantle cell lymphoma,disease,http://www.wikidata.org/entity/Q180983,cytarabine,drug,can be treated by
http://www.wikidata.org/entity/Q147778,liver cirrhosis,disease,http://www.wikidata.org/entity/Q420056,peginterferon alfa-2a,drug,can be treated by
http://www.wikidata.org/entity/Q369157,meningioma,disease,http://www.wikidata.org/entity/Q411240,mifepristone,drug,can be treated by
http://www.wikidata.org/entity/Q1472,Crohn's disease,disease,http://www.wikidata.org/entity/Q411648,tacrolimus,drug,can be treated by
http://www.wikidata.org/entity/Q1477,ulcerative colitis,disease,http://www.wikidata.org/entity/Q411648,tacrolimus,drug,can be treated by
http://www.wikidata.org/entity/Q207087,ectopic pregnancy,disease,http://www.wikidata.org/entity/Q411240,mifepristone,drug,can be treated by
http://www.wikidata.org/entity/Q1128595,pulmonary hypertension,disease,http://www.wikidata.org/entity/Q419987,hydralazine,drug,can be treated by
http://www.wikidata.org/entity/Q335555,Sjögren's syndrome,disease,http://www.wikidata.org/entity/Q256502,alpha-linolenic acid,drug,can be treated by
http://www.wikidata.org/entity/Q1209150,cerebral infarction,disease,http://www.wikidata.org/entity/Q258591,cilostazol,drug,can be treated by
http://www.wikidata.org/entity/Q1097957,intermittent claudication,disease,http://www.wikidata.org/entity/Q258591,cilostazol,drug,can be treated by
http://www.wikidata.org/entity/Q247096,paracoccidioidomycosis,disease,http://www.wikidata.org/entity/Q411229,itraconazole,drug,can be treated by
http://www.wikidata.org/entity/Q223591,gastroesophageal reflux disease,disease,http://www.wikidata.org/entity/Q254296,lansoprazole,drug,can be treated by
http://www.wikidata.org/entity/Q976388,acute leukemia,disease,http://www.wikidata.org/entity/Q180983,cytarabine,drug,can be treated by
http://www.wikidata.org/entity/Q954625,myelodysplastic syndrome,disease,http://www.wikidata.org/entity/Q180983,cytarabine,drug,can be treated by
http://www.wikidata.org/entity/Q1361144,nutrition disorder,disease,http://www.wikidata.org/entity/Q256502,alpha-linolenic acid,drug,can be treated by
http://www.wikidata.org/entity/Q18554145,familial hyperlipidemia,disease,http://www.wikidata.org/entity/Q256502,alpha-linolenic acid,drug,can be treated by
http://www.wikidata.org/entity/Q369157,meningioma,disease,http://www.wikidata.org/entity/Q180983,cytarabine,drug,can be treated by
http://www.wikidata.org/entity/Q133087,gout,disease,http://www.wikidata.org/entity/Q412486,allopurinol,drug,can be treated by
http://www.wikidata.org/entity/Q627368,blastomycosis,disease,http://www.wikidata.org/entity/Q248466,natamycin,drug,can be treated by
http://www.wikidata.org/entity/Q259626,aspergillosis,disease,http://www.wikidata.org/entity/Q248466,natamycin,drug,can be treated by
http://www.wikidata.org/entity/Q757838,keratitis,disease,http://www.wikidata.org/entity/Q248466,natamycin,drug,can be treated by
http://www.wikidata.org/entity/Q627625,histoplasmosis,disease,http://www.wikidata.org/entity/Q248466,natamycin,drug,can be treated by
http://www.wikidata.org/entity/Q29496,leukemia,disease,http://www.wikidata.org/entity/Q412327,nilotinib,drug,can be treated by
http://www.wikidata.org/entity/Q980709,status epilepticus,disease,http://www.wikidata.org/entity/Q210402,diazepam,drug,can be treated by
http://www.wikidata.org/entity/Q8285,myasthenia gravis,disease,http://www.wikidata.org/entity/Q411648,tacrolimus,drug,can be treated by
http://www.wikidata.org/entity/Q218712,Zollinger–Ellison syndrome,disease,http://www.wikidata.org/entity/Q254296,lansoprazole,drug,can be treated by
http://www.wikidata.org/entity/Q268667,atopic dermatitis,disease,http://www.wikidata.org/entity/Q411648,tacrolimus,drug,can be treated by
http://www.wikidata.org/entity/Q259626,aspergillosis,disease,http://www.wikidata.org/entity/Q411229,itraconazole,drug,can be treated by
http://www.wikidata.org/entity/Q2184368,peptic esophagitis,disease,http://www.wikidata.org/entity/Q411159,famotidine,drug,can be treated by
http://www.wikidata.org/entity/Q3184856,substance abuse,disease,http://www.wikidata.org/entity/Q210402,diazepam,drug,can be treated by
http://www.wikidata.org/entity/Q4003020,gastric ulcer,disease,http://www.wikidata.org/entity/Q411159,famotidine,drug,can be treated by
http://www.wikidata.org/entity/Q945238,peripheral neuropathy,disease,http://www.wikidata.org/entity/Q273169,capsaicin,drug,can be treated by
http://www.wikidata.org/entity/Q4003020,gastric ulcer,disease,http://www.wikidata.org/entity/Q254296,lansoprazole,drug,can be treated by
http://www.wikidata.org/entity/Q12174,obesity,disease,http://www.wikidata.org/entity/Q255680,mazindol,drug,can be treated by
http://www.wikidata.org/entity/Q273510,candidiasis,disease,http://www.wikidata.org/entity/Q411229,itraconazole,drug,can be treated by
http://www.wikidata.org/entity/Q18558243,lingual-facial-buccal dyskinesia,disease,http://www.wikidata.org/entity/Q268997,procyclidine,drug,can be treated by
http://www.wikidata.org/entity/Q4160985,diabetic polyneuropathy,disease,http://www.wikidata.org/entity/Q273169,capsaicin,drug,can be treated by
http://www.wikidata.org/entity/Q331283,leishmaniasis,disease,http://www.wikidata.org/entity/Q411229,itraconazole,drug,can be treated by
http://www.wikidata.org/entity/Q165328,osteoporosis,disease,http://www.wikidata.org/entity/Q420057,alendronic acid,drug,can be treated by
http://www.wikidata.org/entity/Q727436,Lesch–Nyhan syndrome,disease,http://www.wikidata.org/entity/Q412486,allopurinol,drug,can be treated by
http://www.wikidata.org/entity/Q11081,Alzheimer's disease,disease,http://www.wikidata.org/entity/Q411887,rivastigmine,drug,can be treated by
http://www.wikidata.org/entity/Q12152,myocardial infarction,disease,http://www.wikidata.org/entity/Q411325,atenolol,drug,can be treated by
http://www.wikidata.org/entity/Q1088156,chronic lymphocytic leukemia,disease,http://www.wikidata.org/entity/Q412327,nilotinib,drug,can be treated by
http://www.wikidata.org/entity/Q1495661,gastrointestinal stromal tumor,disease,http://www.wikidata.org/entity/Q412327,nilotinib,drug,can be treated by
http://www.wikidata.org/entity/Q41861,arterial hypertension,disease,http://www.wikidata.org/entity/Q411347,amlodipine,drug,can be treated by
http://www.wikidata.org/entity/Q4941552,bone disease,disease,http://www.wikidata.org/entity/Q411781,teriparatide,drug,can be treated by
http://www.wikidata.org/entity/Q170990,arthritis,disease,http://www.wikidata.org/entity/Q248550,leflunomide,drug,can be treated by
http://www.wikidata.org/entity/Q845698,blepharitis,disease,http://www.wikidata.org/entity/Q248466,natamycin,drug,can be treated by
http://www.wikidata.org/entity/Q172341,ovarian cancer,disease,http://www.wikidata.org/entity/Q412415,cisplatin,drug,can be treated by
http://www.wikidata.org/entity/Q154869,hepatitis C,disease,http://www.wikidata.org/entity/Q420056,peginterferon alfa-2a,drug,can be treated by
http://www.wikidata.org/entity/Q41571,epilepsy,disease,http://www.wikidata.org/entity/Q221174,topiramate,drug,can be treated by
http://www.wikidata.org/entity/Q3936113,nasopharyngitis,disease,http://www.wikidata.org/entity/Q263958,(+)-pseudoephedrine,drug,can be treated by
http://www.wikidata.org/entity/Q18556697,human immunodeficiency virus infectious disease,disease,http://www.wikidata.org/entity/Q263713,nevirapine,drug,can be treated by
http://www.wikidata.org/entity/Q11081,Alzheimer's disease,disease,http://www.wikidata.org/entity/Q412443,risperidone,drug,can be treated by
http://www.wikidata.org/entity/Q181257,prostate cancer,disease,http://www.wikidata.org/entity/Q412415,cisplatin,drug,can be treated by
http://www.wikidata.org/entity/Q786844,autoimmune hepatitis,disease,http://www.wikidata.org/entity/Q411648,tacrolimus,drug,can be treated by
http://www.wikidata.org/entity/Q7140388,focal epilepsy,disease,http://www.wikidata.org/entity/Q412299,oxazepam,drug,can be treated by
http://www.wikidata.org/entity/Q18553951,Eastern equine encephalitis,disease,http://www.wikidata.org/entity/Q210402,diazepam,drug,can be treated by
http://www.wikidata.org/entity/Q18553953,Western equine encephalitis,disease,http://www.wikidata.org/entity/Q210402,diazepam,drug,can be treated by
http://www.wikidata.org/entity/Q868137,coccidioidomycosis,disease,http://www.wikidata.org/entity/Q248466,natamycin,drug,can be treated by
http://www.wikidata.org/entity/Q1470140,cryptococcosis,disease,http://www.wikidata.org/entity/Q248466,natamycin,drug,can be treated by
http://www.wikidata.org/entity/Q767327,sporotrichosis,disease,http://www.wikidata.org/entity/Q248466,natamycin,drug,can be treated by
http://www.wikidata.org/entity/Q187255,rheumatoid arthritis,disease,http://www.wikidata.org/entity/Q248550,leflunomide,drug,can be treated by
http://www.wikidata.org/entity/Q41861,arterial hypertension,disease,http://www.wikidata.org/entity/Q277785,perindopril,drug,can be treated by
http://www.wikidata.org/entity/Q355170,duodenal ulcer,disease,http://www.wikidata.org/entity/Q411159,famotidine,drug,can be treated by
http://www.wikidata.org/entity/Q544006,anxiety disorder,disease,http://www.wikidata.org/entity/Q412299,oxazepam,drug,can be treated by
http://www.wikidata.org/entity/Q167844,conjunctivitis,disease,http://www.wikidata.org/entity/Q411648,tacrolimus,drug,can be treated by
http://www.wikidata.org/entity/Q504790,nephrotic syndrome,disease,http://www.wikidata.org/entity/Q275926,bumetanide,drug,can be treated by
http://www.wikidata.org/entity/Q355170,duodenal ulcer,disease,http://www.wikidata.org/entity/Q254296,lansoprazole,drug,can be treated by
http://www.wikidata.org/entity/Q727153,hiatus hernia,disease,http://www.wikidata.org/entity/Q254296,lansoprazole,drug,can be treated by
http://www.wikidata.org/entity/Q128581,breast cancer,disease,http://www.wikidata.org/entity/Q412415,cisplatin,drug,can be treated by
http://www.wikidata.org/entity/Q122222,subependymal giant cell astrocytoma,disease,http://www.wikidata.org/entity/Q412415,cisplatin,drug,can be treated by
http://www.wikidata.org/entity/Q11085,Parkinson's disease,disease,http://www.wikidata.org/entity/Q411887,rivastigmine,drug,can be treated by
http://www.wikidata.org/entity/Q12192,pneumonia,disease,http://www.wikidata.org/entity/Q256602,ciprofloxacin,drug,can be treated by
http://www.wikidata.org/entity/Q183130,gastritis,disease,http://www.wikidata.org/entity/Q254296,lansoprazole,drug,can be treated by
http://www.wikidata.org/entity/Q165328,osteoporosis,disease,http://www.wikidata.org/entity/Q411781,teriparatide,drug,can be treated by
http://www.wikidata.org/entity/Q223591,gastroesophageal reflux disease,disease,http://www.wikidata.org/entity/Q411159,famotidine,drug,can be treated by
http://www.wikidata.org/entity/Q298230,esophagitis,disease,http://www.wikidata.org/entity/Q254296,lansoprazole,drug,can be treated by
